,productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3,tokens
2069,B00005324K,"Revlon ColorStay Lipliner with Sharpener, 0.01 Ounce (28 g)",A30FVNWL3XIME4,1/1,5.0,1072915200,"This is a wonderful product, they have a variety of colors and it's long lasting. Along with Colorstay Lipstick this product will keep your lipstick in place for hours.I have used this lipliner with other lipsticks and it works well with them as well.",beauty,makeup,lips,44
10402,B000RJTNFC,"Hamilton Beach 70670 Chef Prep 525-Watt Food Processor, Black",A1J5LTYW8PVW89,40/45,4.0,1186704000,This machine has plenty of power. I have only used it to make pizza dough and it worked extremely well. The dough came out great and I can't wait to use the shredding blades next.,toys games,vehicles remote control,play vehicles,35
29076,B0006N9I68,Cat Dancer 101 Cat Dancer Interactive Cat Toy,A1RUS2N7YBDT6B,0/0,5.0,1303171200,"Like all the other reviewers, opened the package and was not impressed. Held it out and my cat went bonkers. She is spoiled and snooty and very unappreciative of all the high priced stuff I've crammed into our home. This goofy thing makes her ecstatic. I don't know what it is. Maybe the wire isn't so visible so she thinks she's really chasing a dragon fly? A cardboard dragon fly? She sits in front of the closet and actually asks for it. She'll even play with it by herself for a good amount of time when I attach it to something at waist level. It floats and moves around on its own. You have to put it away each time you play however because if your cat carries it off it's really hard to find again. Best three bucks I've spent on her.",pet supplies,cats,toys,143
11600,B000056C86,Graco TotBloc Pack 'N Play Playard with Carry Bag,A2AHWYG3OWENWX,0/0,5.0,1196640000,"My daughter (8 months old) usually rejects traditional smaller pack & plays, screaming the second we put her in. The toys on the sides of this one make it very appealing. She loves to play in it and it's also the only pack & play that she will sleep in. She rolls around a lot before she sleeps and likes to have a lot of space, so this one is perfect. Great for playing and sleeping.",baby products,gear,playards,76
31717,B00000IS23,American Slide Whistle,A3FLCJ5UBBJEA7,0/0,2.0,1314489600,"I read the good reviews for this toy and decided to buy it. Unfortunately the experience wasn't a good one for me. The toy is heavy so is hard to handle for little kids with small hands and the sound I got was very ""airy"" (no matter the tune), like if the whistle had a air leak somewhere. The only good thing I can say about it is that, while mine didn't work, you can tell the whistle is very durable, made to last for years.",toys games,novelty gag toys,unknown,86
24679,B000BLFEYK,1/25 Mitsubishi FG 25N Lift Truck,A2GJ8A5LWSSXAM,0/0,5.0,1283126400,"We bought this toy for our son's 3rd birthday, and he loves it. This forklift was apparently made in 2005, and is very detailed. The back wheels can be manually ""steered"", the mast has three positions to raise and lower the forks, and the two individual ""forks"" can be removed/repositioned laterally. It is made of plastic and metal, and is probably more durable overall than the all-plastic toy forklifts sold elsewhere. Finally, while the removable ""forks"" are made of metal, they are made of thin metal, and thus you should probably discourage your kid from attempting to lift anything heavy with it.As the other reviewer noted, this is NOT a remote-controlled toy, nor did it appear to be advertised as such in the bare-bones item description. That review seems more of a comment on how Amazon presents search results than an actual review of this toy.",toys games,hobbies,scaled model vehicles,146
15959,B000PEV032,Anamalz - Farm Characters - Horse,A3K5N2LA0XT7WW,0/0,5.0,1226793600,"Terrific toy. Fosters pretend play. Very educational, but extremely fun, too. Great aid in teaching animals and animal sounds. Excellent wooden construction. Very sturdy. Big enough for small children, also. Both my 9 month old and my 2 year old love these toys.",toys games,action toy figures,figures,43
27405,B000EW7NJK,Regalo Sleep Tite Double Sided Drop Down Bed Rail - White,A30YZQR2NAZ00P,2/2,5.0,1295827200,"This sleeptite 2 sided bed rail is just what we were looking for! After assembled, it functions great. It is very sturdy and so far seems durable. We love how one side swings down. As a plus, this bed rail is tight against the mattress (the other bedrail we had kept slipping out away from the mattress), so we don't have to deal with the hassle anymore of readjusting or worry about space forming that could be a potential hazard. This bed rail is super secure! Recommend to all my friends!",baby products,safety,rails rail guards,91
2023,B0000C4E3M,Fisher Price - Learn Thru Music System With Cartridge,unknown,2/4,4.0,1072224000,"My 2 1/2 year old son loved this toy on display in the toy store. Automatic holiday gift.---Next day--- BROKEN!!! ---automatic holiday let down. DEFINITELY AN ADDITION TO THE 'HANDY - DANDY' JUNKPILE.It's unfortunate since it's actually a very cute toy. I believe the problem is with the cartridges, not with the toy itself.DO NOT BUY THIS TOY UNTIL THE 'NEW AND IMPROVED' EDITION IS MADE.",toys games,electronics for kids,systems accessories,66
21706,B0000YTUC0,MB1028 Aviator Reading Glasses w/ Spring Hinge,A3T2J7YMQT11Y2,2/2,5.0,1264896000,"I have 12 pairs of readers in my home, one or two in every room. I have bought some from dollar stores (very cheap) and most from drugstores. These are superior to all and very well and strudy construction. They are also more stylish, easy to clean and comfortable, highly recommended and I will be buying more soon!Update",health personal care,personal care,eye care,58
28222,B0000YUXI0,"Mavala Stop - Helps Cure Nail Biting and Thumb Sucking, 0.3-Fluid Ounce",AKAA63AAMLD0B,0/0,5.0,1299283200,"My 3 1/2 yr. old daughter started biting her nails. They were getting very low and I did'nt know how to make her stop. Then I came across MAVALA. I got it in 2 days of ordering it and I thought that was great. Then the test came to see if it worked. I told my daughter if you bite your nails below a certain point they are gonna start to taste funny. ""due to Mavala bitter taste"". I polished her nail with a color first and put Mavala on as a top coat. I then had her polish mine with Mavala so she did'nt think any thing was different. Well....with-in a day she STOPED biting her nails. She would bite her nails and say mommy my nails taste funny and run to get her drink. I felt bad due to the bitter taste but it worked in 0NE DAY! I tasted it to cause I wanted to know what she was gonna experience. It was bitterly gross. This works!!!",beauty,skin care,hands nails,170
11766,B000C190SA,"Fancy Furry Seat Cushion 12 1/2"" x 12"" wide Exerciser",A1MQXDZ675379U,0/0,5.0,1197763200,I purchased the Schwinn 113 recently which is an excellent bike except for the terrible seat that came with it. I ordered this seat cushion to help ease the pain and it did help significantly. I finally can ride the bike and enjoy it although it still does hurt slightly after half an hour on the bike.,health personal care,medical supplies equipment,mobility aids equipment,57
18705,B000EUJKR0,Maesri Thai Green Curry Paste - 4 oz x 2 cans,A3OXHLG6DIBRW8,1/1,5.0,1243900800,"We love Thai food and was thrilled to find Maesri Thai Green Curry. This curry is great tasting, authentically flavored, and fairly hot. We like that it comes in a paste as it easy use in our cooking.Highly recommended! You might also want to tryMaesri Thai red curry - 4 oz x 2 cans.",grocery gourmet food,pantry staples,sauces,54
